sample_size,num_attributes,num_fds,fd_density,minimal_cover_size,reduction_ratio,total_fd_sets,below_2nf_count,2nf_count,3nf_count,bcnf_count,below_2nf_rate,2nf_rate,3nf_rate,bcnf_rate
106,7,441,0.24036281179138322,8.506533,0.019289190476190474,30000,1462,0,2697,25841,0.04873333333333333,0.0,0.0899,0.8613666666666666
107,7,441,0.24263038548752835,8.487733,0.019246560090702948,30000,1524,0,2603,25873,0.0508,0.0,0.08676666666666667,0.8624333333333334
108,7,441,0.24489795918367346,8.479767,0.01922849659863946,30000,1433,0,2479,26088,0.047766666666666666,0.0,0.08263333333333334,0.8696
109,7,441,0.2471655328798186,8.467867,0.01920151247165533,30000,1378,0,2323,26299,0.04593333333333333,0.0,0.07743333333333334,0.8766333333333334
110,7,441,0.2494331065759637,8.470871,0.01920832426303855,30000,1272,0,2227,26501,0.0424,0.0,0.07423333333333333,0.8833666666666666
111,7,441,0.25170068027210885,8.452233,0.019166061224489796,30000,1407,0,2154,26439,0.0469,0.0,0.0718,0.8813
112,7,441,0.25396825396825395,8.453533,0.019169009070294785,30000,1289,0,2193,26518,0.04296666666666667,0.0,0.0731,0.8839333333333333
113,7,441,0.2562358276643991,8.436333,0.019130006802721086,30000,1238,0,1921,26841,0.04126666666666667,0.0,0.06403333333333333,0.8947
114,7,441,0.2585034013605442,8.4293,0.019114058956916098,30000,1251,0,1849,26900,0.0417,0.0,0.06163333333333333,0.8966666666666666
115,7,441,0.26077097505668934,8.416867,0.019085866213151927,30000,1303,0,1773,26924,0.04343333333333333,0.0,0.0591,0.8974666666666666
116,7,441,0.26303854875283444,8.415033,0.019081707482993197,30000,1211,0,1653,27136,0.04036666666666667,0.0,0.0551,0.9045333333333333
117,7,441,0.2653061224489796,8.398133,0.019043385487528344,30000,1207,0,1655,27138,0.040233333333333336,0.0,0.05516666666666667,0.9046
118,7,441,0.2675736961451247,8.3906,0.019026303854875283,30000,1157,0,1423,27420,0.038566666666666666,0.0,0.047433333333333334,0.914
119,7,441,0.2698412698412698,8.390933,0.0190270589569161,30000,1149,0,1441,27410,0.0383,0.0,0.04803333333333333,0.9136666666666666
120,7,441,0.272108843537415,8.382,0.019006802721088435,30000,1097,0,1404,27499,0.036566666666666664,0.0,0.0468,0.9166333333333333
132,7,441,0.29931972789115646,8.4355,0.019128117913832197,30000,904,0,700,28396,0.030133333333333335,0.0,0.023333333333333334,0.9465333333333333
150,7,441,0.3401360544217687,8.255467,0.018719879818594104,30000,467,0,253,29280,0.015566666666666666,0.0,0.008433333333333333,0.976
154,7,441,0.3492063492063492,8.46765,0.019201020408163266,30000,394,0,200,29406,0.013133333333333334,0.0,0.006666666666666667,0.9802
176,7,441,0.39909297052154197,8.325475,0.018878628117913833,30000,142,0,48,29810,0.004733333333333333,0.0,0.0016,0.9936666666666667
198,7,441,0.4489795918367347,8.286675,0.018790646258503404,30000,58,0,5,29937,0.0019333333333333333,0.0,0.00016666666666666666,0.9979
200,7,441,0.45351473922902497,8.165833,0.01851662811791383,30000,49,0,10,29941,0.0016333333333333334,0.0,0.0003333333333333333,0.9980333333333333
220,7,441,0.4988662131519274,8.2893,0.018796598639455785,30000,16,0,3,29981,0.0005333333333333334,0.0,0.0001,0.9993666666666666
243,7,441,0.5510204081632653,8.422075,0.01909767573696145,30000,4,0,0,29996,0.00013333333333333334,0.0,0.0,0.9998666666666667
265,7,441,0.6009070294784581,8.42165,0.019096712018140588,30000,0,0,0,30000,0.0,0.0,0.0,1.0
287,7,441,0.6507936507936508,8.421625,0.019096655328798187,30000,0,0,0,30000,0.0,0.0,0.0,1.0
309,7,441,0.7006802721088435,8.500625,0.01927579365079365,30000,0,0,0,30000,0.0,0.0,0.0,1.0
331,7,441,0.7505668934240363,8.512,0.019301587301587302,30000,0,0,0,30000,0.0,0.0,0.0,1.0
353,7,441,0.800453514739229,8.3568,0.01894965986394558,30000,0,0,0,30000,0.0,0.0,0.0,1.0
375,7,441,0.8503401360544217,8.849433,0.02006674149659864,30000,0,0,0,30000,0.0,0.0,0.0,1.0
397,7,441,0.9002267573696145,7.5545,0.017130385487528346,30000,0,0,0,30000,0.0,0.0,0.0,1.0
419,7,441,0.9501133786848073,8.5005,0.019275510204081633,30000,0,0,0,30000,0.0,0.0,0.0,1.0
441,7,441,1.0,8.5,0.01927437641723356,30000,0,0,0,30000,0.0,0.0,0.0,1.0
1,8,1016,0.000984251968503937,0.9812,0.0009657480314960629,30000,15,72,18748,11165,0.0005,0.0024,0.6249333333333333,0.37216666666666665
2,8,1016,0.001968503937007874,1.94255,0.0019119586614173229,60000,132,459,51169,8240,0.0022,0.00765,0.8528166666666667,0.13733333333333334
3,8,1016,0.002952755905511811,2.849833,0.0028049537401574802,60000,313,881,55858,2948,0.005216666666666666,0.014683333333333333,0.9309666666666667,0.049133333333333334
4,8,1016,0.003937007874015748,3.743317,0.0036843671259842517,60000,530,1222,57139,1109,0.008833333333333334,0.02036666666666667,0.9523166666666667,0.018483333333333334
5,8,1016,0.004921259842519685,4.569033,0.004497079724409449,30000,376,744,28645,235,0.012533333333333334,0.0248,0.9548333333333333,0.007833333333333333
6,8,1016,0.005905511811023622,5.35785,0.005273474409448819,40000,745,1069,38093,93,0.018625,0.026725,0.952325,0.002325
7,8,1016,0.006889763779527559,6.098067,0.006002034448818898,30000,710,906,28359,25,0.023666666666666666,0.0302,0.9453,0.0008333333333333334
8,8,1016,0.007874015748031496,6.821767,0.006714337598425197,30000,787,896,28307,10,0.026233333333333334,0.029866666666666666,0.9435666666666667,0.0003333333333333333
9,8,1016,0.008858267716535433,7.483633,0.007365780511811024,30000,813,832,28348,7,0.0271,0.027733333333333332,0.9449333333333333,0.00023333333333333333
10,8,1016,0.00984251968503937,8.088633,0.007961252952755906,30000,931,863,28206,0,0.031033333333333333,0.028766666666666666,0.9402,0.0
13,8,1016,0.012795275590551181,9.700267,0.009547506889763779,30000,1080,664,28255,1,0.036,0.022133333333333335,0.9418333333333333,3.3333333333333335e-05
14,8,1016,0.013779527559055118,10.134633,0.00997503248031496,30000,1010,625,28362,3,0.033666666666666664,0.020833333333333332,0.9454,0.0001
15,8,1016,0.014763779527559055,10.556133,0.010389894685039371,30000,1020,510,28465,5,0.034,0.017,0.9488333333333333,0.00016666666666666666
16,8,1016,0.015748031496062992,10.942033,0.01076971751968504,30000,1007,481,28510,2,0.03356666666666667,0.016033333333333333,0.9503333333333334,6.666666666666667e-05
17,8,1016,0.01673228346456693,11.282067,0.011104396653543307,30000,1004,371,28618,7,0.033466666666666665,0.012366666666666666,0.9539333333333333,0.00023333333333333333
18,8,1016,0.017716535433070866,11.597433,0.01141479625984252,30000,1037,364,28593,6,0.03456666666666667,0.012133333333333333,0.9531,0.0002
19,8,1016,0.018700787401574805,11.876467,0.011689436023622048,30000,989,313,28684,14,0.032966666666666665,0.010433333333333333,0.9561333333333333,0.00046666666666666666
20,8,1016,0.01968503937007874,12.1494,0.011958070866141732,30000,954,266,28762,18,0.0318,0.008866666666666667,0.9587333333333333,0.0006
21,8,1016,0.02066929133858268,12.396267,0.012201050196850393,30000,915,230,28830,25,0.0305,0.007666666666666666,0.961,0.0008333333333333334
22,8,1016,0.021653543307086614,12.589333,0.012391075787401574,30000,923,202,28852,23,0.030766666666666668,0.006733333333333333,0.9617333333333333,0.0007666666666666667
23,8,1016,0.022637795275590553,12.766167,0.012565125,30000,899,154,28919,28,0.029966666666666666,0.0051333333333333335,0.9639666666666666,0.0009333333333333333
24,8,1016,0.023622047244094488,12.9214,0.012717913385826772,30000,832,129,29006,33,0.027733333333333332,0.0043,0.9668666666666667,0.0011
25,8,1016,0.024606299212598427,13.097033,0.012890780511811023,30000,790,130,29028,52,0.026333333333333334,0.004333333333333333,0.9676,0.0017333333333333333
26,8,1016,0.025590551181102362,13.223567,0.0130153218503937,30000,795,90,29054,61,0.0265,0.003,0.9684666666666667,0.002033333333333333
27,8,1016,0.0265748031496063,13.3587,0.013148326771653543,30000,740,85,29107,68,0.024666666666666667,0.0028333333333333335,0.9702333333333333,0.002266666666666667
28,8,1016,0.027559055118110236,13.464133,0.013252099409448818,30000,726,85,29107,82,0.0242,0.0028333333333333335,0.9702333333333333,0.0027333333333333333
29,8,1016,0.028543307086614175,13.537267,0.013324081692913386,30000,663,76,29177,84,0.0221,0.002533333333333333,0.9725666666666667,0.0028
30,8,1016,0.02952755905511811,13.618333,0.013403871062992127,30000,691,55,29152,102,0.023033333333333333,0.0018333333333333333,0.9717333333333333,0.0034
35,8,1016,0.0344488188976378,13.848,0.01362992125984252,50000,985,43,48611,361,0.0197,0.00086,0.97222,0.00722
40,8,1016,0.03937007874015748,13.921033,0.013701804133858268,30000,511,16,29105,368,0.017033333333333334,0.0005333333333333334,0.9701666666666666,0.012266666666666667
45,8,1016,0.04429133858267716,13.834333,0.013616469488188978,30000,477,9,28844,670,0.0159,0.0003,0.9614666666666667,0.022333333333333334
50,8,1016,0.04921259842519685,13.692467,0.013476837598425197,30000,433,3,28574,990,0.014433333333333333,0.0001,0.9524666666666667,0.033
51,8,1016,0.05019685039370079,13.641033,0.013426213582677166,30000,471,6,28444,1079,0.0157,0.0002,0.9481333333333334,0.03596666666666667
55,8,1016,0.054133858267716536,13.519233,0.013306331692913386,30000,434,1,28224,1341,0.014466666666666666,3.3333333333333335e-05,0.9408,0.0447
60,8,1016,0.05905511811023622,13.313633,0.013103969488188975,30000,469,2,27694,1835,0.015633333333333332,6.666666666666667e-05,0.9231333333333334,0.06116666666666667
65,8,1016,0.0639763779527559,13.146167,0.012939140748031496,30000,514,1,27077,2408,0.017133333333333334,3.3333333333333335e-05,0.9025666666666666,0.08026666666666667
70,8,1016,0.0688976377952756,12.9047,0.012701476377952756,30000,600,0,26295,3105,0.02,0.0,0.8765,0.1035
80,8,1016,0.07874015748031496,12.456067,0.012259908464566928,30000,721,0,24598,4681,0.024033333333333334,0.0,0.8199333333333333,0.15603333333333333
90,8,1016,0.08858267716535433,12.058133,0.011868241141732284,30000,814,0,22663,6523,0.027133333333333332,0.0,0.7554333333333333,0.21743333333333334
95,8,1016,0.09350393700787402,11.858033,0.011671292322834646,30000,794,0,21715,7491,0.026466666666666666,0.0,0.7238333333333333,0.2497
102,8,1016,0.10039370078740158,11.794033,0.011608300196850394,30000,942,0,20220,8838,0.0314,0.0,0.674,0.2946
110,8,1016,0.10826771653543307,11.319733,0.011141469488188976,30000,1034,0,18437,10529,0.034466666666666666,0.0,0.6145666666666667,0.35096666666666665
120,8,1016,0.11811023622047244,11.144467,0.010968963582677165,30000,1171,0,16348,12481,0.03903333333333334,0.0,0.5449333333333334,0.4160333333333333
130,8,1016,0.1279527559055118,10.8999,0.010728248031496064,30000,1274,0,14190,14536,0.042466666666666666,0.0,0.473,0.4845333333333333
140,8,1016,0.1377952755905512,10.669233,0.010501213582677166,30000,1360,0,12293,16347,0.04533333333333334,0.0,0.40976666666666667,0.5449
145,8,1016,0.14271653543307086,10.552267,0.010386089566929135,30000,1403,0,11415,17182,0.046766666666666665,0.0,0.3805,0.5727333333333333
152,8,1016,0.14960629921259844,10.593467,0.010426640748031497,30000,1466,0,10269,18265,0.04886666666666667,0.0,0.3423,0.6088333333333333
160,8,1016,0.15748031496062992,10.2194,0.010058464566929133,30000,1509,0,8952,19539,0.0503,0.0,0.2984,0.6513
175,8,1016,0.17224409448818898,10.1226,0.009963188976377954,30000,1374,0,6796,21830,0.0458,0.0,0.22653333333333334,0.7276666666666667
185,8,1016,0.18208661417322836,10.115233,0.009955937992125984,30000,1419,0,5645,22936,0.0473,0.0,0.18816666666666668,0.7645333333333333
195,8,1016,0.1919291338582677,9.921267,0.009765026574803149,30000,1334,0,4682,23984,0.04446666666666667,0.0,0.15606666666666666,0.7994666666666667
203,8,1016,0.19980314960629922,9.705033,0.009552197834645669,30000,1291,0,3883,24826,0.04303333333333333,0.0,0.12943333333333334,0.8275333333333333
230,8,1016,0.2263779527559055,9.661267,0.009509121062992126,30000,1094,0,2174,26732,0.03646666666666667,0.0,0.07246666666666667,0.8910666666666667
254,8,1016,0.25,9.444733,0.009295997047244094,30000,866,0,1146,27988,0.028866666666666665,0.0,0.0382,0.9329333333333333
280,8,1016,0.2755905511811024,9.432567,0.009284022637795276,30000,651,0,566,28783,0.0217,0.0,0.018866666666666667,0.9594333333333334
305,8,1016,0.3001968503937008,9.337133,0.00919009153543307,30000,406,0,236,29358,0.013533333333333333,0.0,0.007866666666666666,0.9786
356,8,1016,0.35039370078740156,9.175067,0.009030577755905511,30000,149,0,48,29803,0.004966666666666667,0.0,0.0016,0.9934333333333333
406,8,1016,0.39960629921259844,10.104767,0.009945636811023622,30000,46,0,14,29940,0.0015333333333333334,0.0,0.00046666666666666666,0.998
457,8,1016,0.4498031496062992,10.204933,0.010044225393700788,30000,15,0,0,29985,0.0005,0.0,0.0,0.9995
508,8,1016,0.5,9.5761,0.009425295275590552,30000,1,0,0,29999,3.3333333333333335e-05,0.0,0.0,0.9999666666666667
559,8,1016,0.5501968503937008,9.705967,0.00955311712598425,30000,0,0,0,30000,0.0,0.0,0.0,1.0
610,8,1016,0.6003937007874016,9.609467,0.009458136811023622,30000,0,0,0,30000,0.0,0.0,0.0,1.0
660,8,1016,0.6496062992125984,8.504533,0.008370603346456694,30000,0,0,0,30000,0.0,0.0,0.0,1.0
711,8,1016,0.6998031496062992,9.4469,0.009298129921259841,30000,0,0,0,30000,0.0,0.0,0.0,1.0
762,8,1016,0.75,9.958,0.009801181102362205,30000,0,0,0,30000,0.0,0.0,0.0,1.0
813,8,1016,0.8001968503937008,9.076533,0.008933595472440945,30000,0,0,0,30000,0.0,0.0,0.0,1.0
864,8,1016,0.8503937007874016,9.183267,0.009038648622047245,30000,0,0,0,30000,0.0,0.0,0.0,1.0
914,8,1016,0.8996062992125984,9.8913,0.009735531496062991,30000,0,0,0,30000,0.0,0.0,0.0,1.0
965,8,1016,0.9498031496062992,10.0,0.00984251968503937,30000,0,0,0,30000,0.0,0.0,0.0,1.0
1016,8,1016,1.0,10.0,0.00984251968503937,30000,0,0,0,30000,0.0,0.0,0.0,1.0
